Team Code,Game Code,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal
428,4.28031E+14,32,122,0,35,20,312,1,1,0,3,50,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,1,0,0,0,0,0,13,5,248,4,254,0,0,0,1,1,65,5,4,27,2,15,0,1,0,0,6,15,0,1731,1,9,12,2,2,1,5,0,2
430,3.14043E+14,43,202,2,24,15,157,3,0,0,2,53,0,1,-1,0,0,0,0,2,60,1,0,0,0,3,1,6,6,0,0,0,0,0,45,2,98,8,511,0,0,0,4,2,34,29,8,47,1,7,3,1,3,0,11,9,0,1862,12,101,14,7,2,2,8,5,1
430,4.30004E+14,38,167,1,21,11,130,1,2,0,7,186,0,1,37,1,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,6,271,5,334,0,0,0,0,0,50,30,4,12,0,0,6,0,3,1,6,7,1,1737,10,89,14,5,1,1,3,2,1
430,4.30074E+14,56,260,1,18,10,81,0,0,0,2,32,0,4,53,0,0,0,0,1,4,0,0,0,0,3,3,0,0,1,0,0,0,0,15,8,321,5,330,0,0,0,1,1,22,40,5,14,2,8,3,0,2,0,14,4,0,2289,3,40,15,2,1,1,1,0,1
430,3.65043E+14,46,151,2,40,17,223,1,3,0,7,122,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,1,26,5,205,5,291,0,0,0,2,1,35,22,4,24,2,18,2,1,4,0,13,6,2,2032,2,10,19,8,4,0,4,2,1
430,2.55043E+14,38,209,2,30,20,278,1,1,0,6,216,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,0,0,5,257,0,0,0,5,4,48,30,5,18,1,5,0,3,1,0,14,11,0,1437,5,40,10,4,4,4,5,2,1
430,2.88043E+14,51,330,2,25,15,160,0,2,0,5,131,0,1,6,0,0,0,0,2,90,1,1,13,0,2,1,3,3,0,0,0,0,0,24,2,60,4,249,0,0,1,2,2,52,18,2,8,1,7,8,0,2,1,14,11,1,1970,8,60,12,6,0,0,4,1,1
430,4.30042E+14,50,178,3,20,14,155,0,0,0,3,38,0,2,14,0,0,0,0,4,36,0,0,0,0,2,2,3,3,0,0,0,0,0,27,7,257,6,337,0,1,0,2,0,41,8,8,30,1,9,0,0,3,0,6,10,3,2271,7,45,17,5,1,0,3,1,2
430,2.35043E+14,35,92,0,23,15,145,0,3,0,7,184,0,1,0,0,0,0,0,2,120,2,0,0,0,2,2,1,1,1,0,0,0,0,19,5,148,5,264,0,0,0,0,0,32,58,7,11,3,5,3,1,1,0,8,4,1,1665,5,25,12,2,2,1,1,0,1
430,4.30033E+14,45,348,3,17,10,145,1,2,0,4,74,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,4,152,6,341,0,0,0,2,0,39,44,9,26,3,7,1,1,2,0,13,6,1,1745,4,35,9,1,2,1,5,3,1
430,8.04302E+12,37,114,0,20,9,99,0,3,0,6,212,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,5,198,2,127,0,0,0,1,0,35,30,3,7,0,0,3,0,2,0,5,4,2,1704,2,14,13,2,4,2,3,0,1
430,4.30003E+14,55,327,3,13,8,49,0,0,0,7,140,0,2,32,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,6,228,4,207,0,0,0,3,2,40,22,4,16,1,9,1,0,6,0,16,2,0,1944,7,65,12,3,3,1,3,2,0
430,4.33043E+14,59,317,2,14,8,95,2,1,0,5,126,0,1,2,0,0,0,0,3,107,1,0,0,0,2,2,5,5,0,0,0,0,0,41,1,48,8,477,0,1,0,1,1,31,26,2,8,1,7,4,1,2,0,20,4,0,2222,2,15,13,9,1,1,6,3,1
433,4.3304E+14,39,174,3,22,12,175,2,2,0,2,51,0,3,36,0,0,0,0,2,75,1,0,0,0,1,1,6,6,0,0,0,0,0,45,6,239,8,514,3,0,0,2,1,44,30,10,47,2,20,0,0,2,0,12,8,1,1662,4,31,12,5,0,0,6,5,1
433,6.55043E+14,35,258,3,31,18,242,3,0,0,3,57,0,2,-5,0,0,0,0,2,58,1,0,0,0,1,1,7,7,0,0,0,0,0,52,5,142,9,593,2,0,0,2,2,50,8,5,12,2,6,5,4,2,0,10,12,3,1751,4,50,11,5,0,0,4,4,0
433,4.33065E+14,40,139,0,22,8,109,1,0,0,4,81,0,1,36,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,6,250,3,191,0,0,0,1,1,40,22,6,33,4,29,6,2,9,0,10,4,0,1585,9,70,13,1,4,1,0,0,0
433,4.33074E+14,43,160,0,34,19,237,3,3,0,2,38,0,2,9,0,0,0,0,1,35,0,0,0,0,1,1,3,2,0,0,0,0,0,23,3,140,5,330,0,0,0,1,0,39,26,5,27,4,23,1,0,7,0,9,10,1,2149,7,65,18,10,2,2,4,3,1
433,8.04332E+12,23,72,0,34,11,140,0,4,0,6,149,0,3,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,6,228,2,125,0,0,0,3,1,39,38,3,15,2,14,7,1,5,0,1,10,1,1301,4,31,9,0,2,1,2,0,1
433,9.04332E+12,33,163,2,31,21,338,4,0,0,3,140,1,1,19,0,0,0,0,1,18,0,0,0,0,0,0,7,6,0,0,0,0,0,48,3,138,8,527,3,0,0,0,0,37,36,8,34,1,6,1,0,3,0,7,15,0,1621,3,25,13,8,2,1,4,4,0
433,3.10433E+13,47,221,1,33,22,332,2,2,0,4,102,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,30,2,68,7,448,1,0,0,1,1,27,18,7,29,4,24,4,0,4,0,15,15,1,2233,5,35,15,9,0,0,3,1,2
433,4.33004E+14,39,219,1,35,16,175,1,2,0,5,150,1,3,43,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,20,6,262,4,238,0,1,0,3,1,38,32,8,48,3,36,8,2,1,0,11,7,1,1996,6,54,15,3,4,2,1,1,0
433,5.01043E+14,35,161,3,33,17,264,2,0,0,3,31,0,3,3,0,0,0,0,1,4,0,2,8,0,1,1,5,5,0,0,0,0,0,38,6,261,6,380,0,0,0,2,1,53,22,10,31,2,16,1,0,4,2,7,11,1,1489,2,16,13,6,1,0,4,3,1
433,6.94043E+14,50,359,6,20,13,133,0,1,0,3,63,0,3,8,0,0,0,0,0,0,0,1,0,0,1,0,6,6,0,0,0,0,0,42,3,128,7,482,1,0,0,0,0,34,30,9,36,1,8,2,0,7,1,17,8,1,2013,4,35,13,7,1,1,4,3,0
433,3.65043E+14,45,193,1,22,15,233,1,0,0,3,59,0,1,-1,0,0,0,0,1,31,0,0,0,0,5,4,1,1,1,0,0,0,0,25,3,134,7,472,1,0,0,2,0,37,18,11,59,4,31,8,1,3,0,9,12,1,2016,9,60,14,6,0,0,4,1,3
433,4.33043E+14,23,90,0,30,18,295,3,3,0,7,143,0,1,1,0,0,0,0,1,28,0,0,0,0,2,2,3,3,0,0,0,0,0,27,2,79,5,322,0,0,1,1,1,62,12,9,28,2,9,2,1,1,0,3,12,0,1378,5,25,11,4,2,2,3,1,2
433,5.21043E+14,50,193,2,30,15,171,0,4,0,1,4,0,4,106,0,1,34,1,4,11,0,0,0,0,2,0,3,3,0,0,0,0,0,21,5,235,4,264,1,0,0,2,1,36,10,4,14,1,8,3,2,6,0,11,8,1,2077,10,82,19,9,1,0,4,1,0
434,4.3403E+14,37,117,1,35,26,325,3,0,0,3,51,0,2,3,0,0,0,0,1,16,0,0,0,0,3,3,4,4,0,0,0,0,0,37,4,186,8,534,0,0,0,1,0,46,30,8,21,3,8,4,1,1,0,8,11,2,1794,5,45,17,9,1,1,3,2,1
434,7.10434E+13,44,181,1,33,20,172,2,0,0,4,90,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,27,7,318,6,403,0,0,0,3,2,44,28,4,26,2,23,0,1,1,0,14,5,2,1597,4,45,16,4,2,2,2,1,1
434,2.44043E+14,36,196,2,35,23,329,4,0,0,3,86,0,2,20,0,1,8,0,1,43,1,0,0,0,1,1,7,7,0,0,0,0,0,52,3,120,9,598,5,0,0,1,0,45,28,5,15,1,9,0,1,4,0,10,16,4,1469,9,75,12,7,1,0,5,3,1
434,4.34047E+14,34,78,0,40,25,414,3,0,0,1,13,0,1,9,0,0,0,0,0,0,0,0,0,0,4,4,1,1,2,0,0,0,0,31,3,136,8,527,2,0,0,2,1,36,46,7,34,3,23,0,1,3,0,5,15,3,1749,2,17,13,6,0,0,6,1,4
434,4.63043E+14,35,91,1,43,17,134,0,2,0,5,82,0,4,63,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,12,8,357,2,92,0,1,0,2,1,38,12,6,28,1,7,0,1,4,0,4,7,4,1828,8,100,18,5,2,1,2,1,1
434,4.34052E+14,24,68,1,44,22,325,1,3,0,6,133,0,3,69,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,4,120,4,242,0,0,0,3,1,56,8,4,13,0,0,2,0,4,0,4,11,1,1529,3,25,15,3,5,2,3,1,1
434,7.03043E+14,29,74,0,24,12,99,1,2,0,7,114,0,2,7,0,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,279,2,127,0,0,0,0,0,50,34,9,20,3,10,0,1,1,0,5,6,0,1498,5,60,12,4,0,0,1,1,0
434,4.34016E+14,45,184,1,30,18,216,3,2,0,4,51,0,3,26,0,1,1,0,1,0,0,0,0,0,2,2,4,4,0,0,0,0,1,36,5,210,7,463,1,0,0,2,0,50,14,11,85,8,73,2,2,3,0,8,10,2,2184,8,89,16,5,2,1,8,2,2
434,5.10434E+13,25,10,1,52,30,468,2,0,0,7,152,0,3,17,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,1,32,6,264,7,414,1,0,0,0,0,43,26,9,44,3,29,0,0,3,1,4,17,1,1569,7,68,16,5,2,1,5,2,2
434,4.34033E+14,24,135,2,27,20,298,3,0,0,4,80,0,0,0,0,0,0,0,1,27,0,0,0,0,1,1,5,5,0,0,0,0,0,38,3,119,7,399,0,0,0,0,0,57,26,5,24,1,9,0,2,1,0,6,12,1,1301,6,76,10,5,0,0,4,3,1
434,3.11043E+14,50,202,2,32,23,337,2,0,0,5,97,0,2,11,0,0,0,0,2,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,3,118,7,385,0,0,0,2,1,50,18,7,26,3,22,0,0,2,0,14,12,2,2155,2,10,15,6,3,2,4,2,2
434,4.34033E+14,35,250,3,41,23,303,1,0,0,8,214,0,1,9,0,1,20,0,1,10,0,0,0,0,4,4,3,3,1,0,0,0,1,41,5,247,8,458,0,1,0,1,1,38,32,3,27,2,24,0,2,6,0,13,10,2,1807,10,106,14,5,1,1,5,2,3
434,7.26043E+14,26,65,0,31,15,291,1,2,0,6,152,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,13,4,173,3,180,0,0,0,1,1,57,26,3,14,1,7,0,1,1,0,7,10,0,1146,0,0,11,4,1,0,4,0,2
457,1.41046E+14,44,261,2,22,9,114,2,2,0,2,36,0,7,141,1,0,0,0,3,0,0,0,0,0,2,2,5,4,0,0,0,0,0,40,3,123,8,505,0,0,0,2,2,46,12,10,32,2,14,5,1,3,0,15,7,0,1824,4,31,12,4,1,1,4,3,1
457,4.57016E+14,38,35,0,32,23,233,1,2,0,2,27,0,3,24,0,1,6,0,1,37,0,0,0,0,2,1,1,1,0,0,0,0,1,12,6,244,3,188,0,0,0,2,0,40,32,9,51,4,31,0,1,4,0,4,12,0,2020,5,30,17,6,0,0,2,1,1
457,1.96046E+14,37,148,2,26,21,285,2,0,0,4,91,0,4,44,0,1,2,0,0,0,0,1,5,0,2,1,4,4,0,0,0,0,0,31,4,125,6,379,0,0,0,1,1,45,20,7,34,2,17,1,1,6,1,9,11,2,1754,6,56,11,4,1,1,5,3,1
457,4.57026E+14,18,17,0,26,11,137,1,2,0,2,40,0,2,23,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,5,236,2,127,0,0,0,1,1,41,68,11,24,1,6,0,2,0,0,2,5,1,1074,2,9,11,1,2,1,2,0,0
457,7.46046E+14,23,39,0,36,20,135,0,2,0,2,42,0,3,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,8,343,2,117,0,0,0,1,1,55,6,10,49,4,29,2,1,1,0,2,7,0,1588,4,55,16,4,2,1,0,0,0
457,2.53046E+14,50,164,4,24,16,125,0,1,0,3,53,0,2,6,0,2,61,1,4,41,1,0,0,0,0,0,6,6,0,0,0,0,0,42,6,261,8,500,1,0,0,2,2,48,14,9,32,2,16,3,2,5,0,14,7,1,1844,11,73,13,5,1,1,4,4,0
457,2.34046E+14,41,238,2,27,13,95,1,1,0,5,100,0,2,19,0,1,3,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,27,5,227,6,384,0,0,0,0,0,55,12,7,33,2,10,1,1,4,0,13,4,4,1760,7,59,13,4,2,2,5,3,2
457,4.57074E+14,42,181,0,29,18,131,2,1,0,3,56,0,1,9,0,1,6,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,5,198,4,234,0,0,0,0,0,30,34,6,36,3,26,5,2,5,0,9,7,1,2174,6,30,19,10,2,1,4,2,2
457,1.93046E+14,51,192,1,28,16,119,0,1,0,2,50,0,1,34,0,0,0,0,2,65,0,0,0,0,4,4,1,1,0,0,0,0,0,19,4,109,6,367,0,0,0,0,0,35,6,8,40,3,26,14,1,8,0,11,9,1,2313,11,120,20,11,0,0,4,1,3
457,4.15046E+14,32,116,0,31,17,213,1,0,0,4,87,0,1,3,0,0,0,0,4,214,2,0,0,0,4,4,3,3,0,0,0,0,0,33,6,231,8,451,0,0,0,2,0,45,20,6,24,2,13,11,0,5,0,8,9,0,1826,3,35,14,4,0,0,3,0,3
457,4.57007E+14,38,96,2,34,23,182,0,3,0,2,40,0,2,30,0,1,20,1,5,151,1,0,0,0,1,1,4,4,0,0,0,0,0,31,7,236,6,384,1,0,0,1,1,40,12,8,48,3,30,0,2,3,0,4,13,1,2032,4,37,17,8,1,0,4,2,1
457,4.57049E+14,34,159,1,20,14,322,2,1,0,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,27,4,164,6,363,0,0,0,1,1,45,28,10,40,2,24,1,1,2,0,7,8,2,1705,10,122,10,2,1,0,4,0,2
457,5.45046E+14,29,81,0,33,19,183,2,1,0,5,117,0,2,28,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,3,124,4,230,0,1,0,2,1,45,12,4,17,2,15,0,2,1,0,10,7,1,1835,8,78,13,6,2,1,4,2,1
463,2.29046E+14,32,259,5,25,17,231,2,1,0,2,49,0,0,0,0,1,4,0,2,18,0,1,-1,0,0,0,7,7,0,0,0,0,0,49,3,97,8,552,2,0,0,1,0,33,56,3,4,0,0,3,2,6,1,13,8,1,1662,9,86,10,4,2,2,4,4,0
463,3.00463E+13,28,136,1,41,30,358,4,0,0,2,53,0,4,31,0,0,0,0,0,0,0,0,0,0,2,1,5,5,0,0,0,0,0,38,3,128,7,486,5,0,0,0,0,32,28,6,35,4,33,7,1,3,0,7,19,1,1898,3,40,13,8,0,0,4,3,1
463,4.63074E+14,36,207,0,30,11,136,0,2,0,4,86,0,6,86,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,15,6,249,6,415,3,0,0,0,0,27,46,9,35,4,25,1,0,4,0,9,7,2,1786,9,60,17,6,0,0,5,0,4
463,6.71046E+14,34,133,4,26,22,300,2,0,0,1,21,0,4,67,0,1,21,0,1,74,1,0,0,0,2,2,7,7,0,0,0,0,0,55,3,137,10,700,6,0,0,2,0,34,40,6,18,2,14,6,4,3,0,7,13,1,1797,6,54,11,6,0,0,4,4,0
463,4.63043E+14,33,105,1,33,14,158,3,0,0,1,2,0,4,-5,0,0,0,0,2,40,0,0,0,0,0,0,3,3,1,0,0,0,0,27,8,315,6,380,1,0,0,5,2,34,44,6,28,2,15,0,1,9,0,6,6,2,1772,12,108,17,8,1,0,3,3,0
463,7.00046E+14,30,70,0,38,23,215,1,1,0,5,108,0,5,64,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,10,5,176,3,204,1,0,0,1,1,29,30,13,61,5,42,8,0,1,0,4,11,1,1804,12,95,15,6,2,1,5,1,1
463,3.11046E+14,28,114,1,37,20,248,0,3,0,3,80,0,3,11,0,0,0,0,0,0,0,1,33,0,0,0,1,1,0,0,0,0,0,7,4,161,2,140,0,0,0,7,5,35,34,3,9,1,6,9,1,4,2,4,9,2,1580,3,25,13,5,1,0,4,1,0
463,4.63005E+14,38,145,1,21,12,128,0,1,0,3,55,0,2,51,1,0,0,0,2,1,0,0,0,0,2,2,2,2,0,0,0,0,0,20,7,295,5,346,3,0,0,1,1,43,24,13,45,7,30,1,1,9,1,5,6,0,1792,6,65,15,5,0,0,2,1,1
463,5.22046E+14,43,141,0,14,7,39,1,0,0,2,27,0,2,19,0,0,0,0,5,61,0,1,0,0,2,1,1,1,0,0,0,0,0,10,11,481,3,210,1,0,0,1,1,43,26,5,30,2,19,8,0,12,1,4,2,1,1902,11,104,14,1,0,0,3,1,1
463,4.63033E+14,42,214,3,21,13,196,0,0,1,3,112,0,2,18,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,1,0,0,0,31,4,155,7,448,1,0,0,1,0,39,20,5,19,1,9,6,1,5,0,10,6,2,1889,5,55,16,7,0,0,6,3,3
463,3.27046E+14,45,101,1,19,13,166,1,1,0,2,53,0,2,3,0,1,4,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,273,4,279,1,0,0,0,0,30,36,4,30,4,30,5,2,8,0,7,9,3,1890,3,34,16,7,1,1,4,2,1
463,4.63016E+14,40,144,1,14,9,73,1,0,0,1,21,0,4,71,1,0,0,0,3,65,1,0,0,0,1,0,4,4,0,0,0,0,0,28,6,304,5,349,2,0,0,2,1,43,15,1,17,1,17,4,0,4,0,9,5,0,1870,7,49,10,3,0,0,1,1,0
463,7.03046E+14,35,67,0,20,6,39,0,3,0,3,79,0,3,49,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12,8,297,5,340,2,1,0,0,0,46,18,15,65,9,52,7,0,3,1,2,3,0,1680,7,64,16,2,1,1,1,0,1
463,2.90463E+13,48,223,2,25,13,173,1,0,0,1,49,0,3,45,0,0,0,0,1,37,0,0,0,0,4,4,3,3,0,0,0,0,0,33,4,142,8,519,1,0,0,0,0,32,10,4,23,2,20,0,1,7,0,11,7,1,2292,7,55,18,9,0,0,3,2,1
465,1.02047E+14,41,216,4,21,17,250,1,0,0,1,31,0,3,26,0,0,0,0,1,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,3,135,7,442,2,0,0,1,0,35,30,5,21,1,14,0,0,0,0,9,11,1,1822,2,30,9,5,0,0,5,4,1
465,5.28047E+14,25,82,0,35,24,228,3,1,0,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,3,110,4,262,1,1,0,1,1,49,18,7,31,3,26,0,1,2,0,4,13,2,1617,4,41,11,6,1,0,4,3,0
465,2.77047E+14,35,120,2,43,28,340,3,2,0,5,136,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4,1,0,0,0,0,34,2,89,6,409,1,0,0,0,0,28,32,3,12,2,10,0,0,5,0,9,18,1,2054,6,60,16,10,2,2,6,4,0
465,4.65081E+14,32,126,2,45,26,260,1,2,0,7,151,0,2,14,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,27,3,109,6,415,3,0,0,2,2,37,30,4,13,1,9,0,0,3,0,10,12,4,1879,4,40,17,10,1,0,6,3,2
465,4.65047E+14,27,70,3,50,26,276,1,0,0,8,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,28,7,280,5,365,4,0,0,2,1,44,26,3,5,0,0,0,3,1,0,3,15,7,1752,9,87,16,6,3,1,2,2,0
465,7.70465E+13,19,45,0,41,25,292,2,3,0,8,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,5,220,4,274,1,0,0,1,0,36,50,2,3,0,0,0,0,0,0,4,12,1,1491,6,35,12,6,1,0,2,1,0
465,7.32047E+14,33,91,0,47,25,236,1,2,0,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,15,4,185,5,296,0,0,0,1,0,35,28,3,14,1,12,0,3,2,0,7,11,5,2084,6,45,18,7,3,1,6,1,3
465,4.65047E+14,44,210,2,34,23,213,2,0,0,4,92,0,1,6,0,0,0,0,0,0,0,0,0,0,4,2,4,4,0,0,0,0,0,34,1,39,7,465,2,0,0,0,0,36,20,7,37,4,29,0,1,4,1,12,14,3,2217,3,25,16,11,0,0,6,3,2
465,4.6507E+14,29,118,0,23,9,42,0,1,0,8,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,457,1,70,0,0,0,2,1,50,24,2,2,0,0,0,3,1,0,5,1,1,1606,3,23,14,3,0,0,0,0,0
465,1.56047E+14,34,174,4,20,11,147,1,0,0,3,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,35,5,218,6,386,0,0,0,1,0,46,48,3,14,0,0,0,0,2,0,11,7,2,1321,9,78,11,6,0,0,4,4,0
465,4.65072E+14,39,147,1,23,13,135,1,1,0,6,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,260,3,193,1,0,1,0,0,50,46,2,10,0,0,0,0,0,0,10,6,0,1797,2,25,13,2,4,3,3,1,1
465,6.26047E+14,31,123,2,35,21,274,1,2,0,5,138,0,2,13,0,0,0,0,2,40,1,0,0,0,2,0,4,4,0,0,0,0,0,28,5,217,5,328,0,0,0,0,0,34,48,8,31,3,19,0,1,6,0,7,13,2,1822,9,124,13,5,1,1,5,2,0
466,4.66051E+14,29,153,0,27,13,154,0,2,0,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,233,1,60,0,0,0,1,1,38,36,7,21,0,0,1,0,0,0,8,6,1,1580,4,49,11,2,1,0,3,0,0
466,4.66016E+14,31,169,2,38,25,251,1,2,0,5,162,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,20,3,108,3,161,1,1,0,3,3,34,24,6,29,2,9,2,0,5,0,11,11,1,1859,11,64,13,7,0,0,3,2,0
466,4.34047E+14,45,218,2,29,17,146,1,0,0,6,175,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,21,6,222,4,225,2,1,0,2,2,36,24,10,37,1,14,0,2,4,0,16,7,0,1851,9,69,15,6,1,1,4,3,0
466,4.65047E+14,55,559,7,19,16,214,2,0,0,1,23,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,63,0,0,10,666,2,0,0,5,4,43,21,8,27,1,7,0,2,7,1,19,11,2,1848,15,169,7,7,0,0,6,6,0
466,3.66047E+14,51,345,2,22,15,166,3,0,0,2,43,0,4,33,0,0,0,0,1,0,0,0,0,0,2,1,5,4,0,0,0,0,0,37,4,135,7,415,1,0,0,0,0,25,36,10,35,3,22,0,0,3,1,14,10,1,2164,7,60,14,8,0,0,5,3,1
466,4.66073E+14,46,313,2,24,10,189,3,1,0,2,13,0,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,35,6,278,6,366,0,0,0,2,1,42,24,12,44,5,22,3,1,2,0,10,9,1,1859,7,60,16,7,1,1,2,2,0
466,2.95047E+14,53,484,8,21,13,178,2,0,0,3,77,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,10,10,0,0,0,0,0,70,2,47,11,721,6,0,0,2,0,36,14,5,30,5,30,0,1,6,0,19,8,0,2020,6,64,12,6,3,3,4,4,0
466,2.77047E+14,49,312,2,21,12,184,2,0,0,1,35,0,1,-4,0,0,0,0,2,7,0,0,0,0,1,1,4,4,0,0,0,0,0,31,5,214,6,413,1,1,0,2,1,39,14,2,8,2,8,0,0,5,0,17,8,0,1935,6,63,11,3,2,1,3,2,1
466,4.66063E+14,59,517,8,17,11,148,1,0,0,1,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,8,0,0,0,0,0,62,0,0,10,660,0,0,0,0,0,40,20,6,30,3,20,1,1,2,0,24,7,2,2075,5,55,12,11,0,0,8,7,0
466,9.60466E+13,50,461,7,12,6,45,0,0,0,3,71,0,0,0,0,1,30,0,1,1,0,0,0,0,1,1,7,7,0,0,0,0,0,52,2,106,9,621,5,0,0,1,0,51,16,11,33,5,22,0,3,4,0,17,4,0,1706,4,30,12,8,1,1,3,3,0
466,4.66047E+14,61,574,7,12,5,96,2,0,0,4,68,0,2,-63,0,0,0,0,2,7,0,0,0,0,0,0,9,9,0,0,0,0,0,63,0,0,10,680,1,0,0,2,2,19,58,3,7,1,4,0,0,4,0,26,3,0,1703,2,20,10,6,4,2,4,3,0
466,4.66007E+14,44,242,1,22,12,141,3,0,0,8,156,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,4,3,0,0,0,0,0,33,6,241,6,345,0,0,1,1,1,35,22,3,5,0,0,0,1,5,0,9,8,3,1899,4,29,14,4,2,2,5,3,2
466,4.66066E+14,34,137,0,29,15,177,1,1,0,6,155,0,2,-3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,6,267,2,135,1,0,1,1,0,43,8,6,24,2,17,1,0,2,0,5,12,0,1631,7,61,12,4,1,0,3,1,1
472,2.95047E+14,33,107,1,34,22,235,0,1,0,2,35,0,3,16,0,0,0,0,1,32,0,0,0,0,1,0,1,0,0,0,0,0,0,6,4,167,2,140,0,0,0,2,2,14,52,3,10,1,7,0,0,3,0,7,11,3,1929,9,62,14,7,2,2,4,1,0
472,5.53047E+14,51,241,3,20,8,63,0,1,0,1,38,0,4,39,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,21,5,148,4,270,2,1,0,2,0,23,46,4,29,2,7,0,1,3,0,17,4,3,1986,10,97,15,8,0,0,3,3,0
472,7.04047E+14,40,187,1,23,10,97,1,2,0,7,150,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,1,45,3,189,2,0,0,2,1,23,38,2,11,2,11,1,0,5,0,9,3,2,1827,8,70,14,4,6,3,3,2,0
